date,nebraska_flu,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza,influenza a and b,cure the flu,flu season,flu shots,dangerous fever,break a fever,how long is the flu contagious,medicine for the flu,treating flu,pneumonia,fever cough,flu and cold,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,is the flu contagious,flu shot,flu 2018,cold versus flu,incubation period for the flu,flu and fever,flu care,flu headache,flu vs. cold,high fever,spanish flu,medicine for flu,flu treatments,influenza type a,fight the flu,influenza symptoms,the flu virus,reduce fever,type a influenza,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,how long does flu last,food poisoning,influenza a,swine flu,flu cough,over the counter flu,contagious flu,what to do if you have the flu,signs of flu,over the counter flu medicine,normal body,flu or cold,is flu contagious,flu germs,ear thermometer,flu fever,how long is flu contagious,symptoms of the flu,flu map,treatment for flu,taking temperature,exposed to flu,keto flu,flu contagious,bronchitis,get over the flu,stomach flu symptoms,symptoms of bronchitis,cold or flu,flu medicine,flu remedies,flu shot side effects,signs of the flu,treat flu,how to get rid of the flu,body temperature,target
2014-26,0.738916,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.18519
2014-27,1.18519,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,20.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.40201
2014-28,0.40201,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,18.0,0.0,0.0,0.0,0.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,0.0,0.0,0.0,34.0,0.0,0.0,9.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,24.0,0.740741
2014-29,0.740741,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,18.0,0.0,0.0,0.0,0.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,0.0,0.0,0.0,34.0,0.0,0.0,9.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,24.0,0.786517
2014-30,0.786517,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,18.0,0.0,0.0,0.0,0.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,0.0,0.0,0.0,34.0,0.0,0.0,9.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,24.0,0.753498
2014-31,0.753498,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,18.0,0.0,0.0,0.0,0.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,0.0,0.0,0.0,34.0,0.0,0.0,9.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,24.0,0.925926
2014-32,0.925926,17.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,44.0,0.0,0.0,0.0,0.0,0.0,57.0,33.0,33.0,0.0,0.0,10.0,0.0,0.0,0.0,19.0,7.0,11.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,54.0,54.0,27.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,18.0,18.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,36.0,0.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.6866949999999999
2014-33,0.6866949999999999,17.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,44.0,0.0,0.0,0.0,0.0,0.0,57.0,33.0,33.0,0.0,0.0,10.0,0.0,0.0,0.0,19.0,7.0,11.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,54.0,54.0,27.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,18.0,18.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,36.0,0.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.2138200000000001
2014-34,1.2138200000000001,17.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,44.0,0.0,0.0,0.0,0.0,0.0,57.0,33.0,33.0,0.0,0.0,10.0,0.0,0.0,0.0,19.0,7.0,11.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,54.0,54.0,27.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,18.0,18.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,36.0,0.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0979
2014-35,1.0979,17.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,44.0,0.0,0.0,0.0,0.0,0.0,57.0,33.0,33.0,0.0,0.0,10.0,0.0,0.0,0.0,19.0,7.0,11.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,54.0,54.0,27.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,18.0,18.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,36.0,0.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.07914
2014-36,1.07914,17.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,44.0,0.0,0.0,0.0,0.0,0.0,57.0,33.0,33.0,0.0,0.0,10.0,0.0,0.0,0.0,19.0,7.0,11.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,54.0,54.0,27.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,18.0,18.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,36.0,0.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.89019
2014-37,1.89019,34.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,69.0,0.0,0.0,0.0,0.0,0.0,67.0,48.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,22.0,0.0,14.0,0.0,0.0,12.0,0.0,29.0,31.0,0.0,10.0,10.0,46.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,21.0,0.0,0.0,0.0,35.0,0.0,17.0,35.0,0.0,10.0,5.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,16.0,16.0,28.0,0.0,14.0,28.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,13.0,35.0,0.0,0.0,8.0,15.0,15.0,0.0,39.0,0.0,0.0,0.0,44.0,1.4478799999999998
2014-38,1.4478799999999998,34.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,69.0,0.0,0.0,0.0,0.0,0.0,67.0,48.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,22.0,0.0,14.0,0.0,0.0,12.0,0.0,29.0,31.0,0.0,10.0,10.0,46.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,21.0,0.0,0.0,0.0,35.0,0.0,17.0,35.0,0.0,10.0,5.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,16.0,16.0,28.0,0.0,14.0,28.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,13.0,35.0,0.0,0.0,8.0,15.0,15.0,0.0,39.0,0.0,0.0,0.0,44.0,1.06075
2014-39,1.06075,34.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,69.0,0.0,0.0,0.0,0.0,0.0,67.0,48.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,22.0,0.0,14.0,0.0,0.0,12.0,0.0,29.0,31.0,0.0,10.0,10.0,46.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,21.0,0.0,0.0,0.0,35.0,0.0,17.0,35.0,0.0,10.0,5.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,16.0,16.0,28.0,0.0,14.0,28.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,13.0,35.0,0.0,0.0,8.0,15.0,15.0,0.0,39.0,0.0,0.0,0.0,44.0,0.630564
2014-40,0.630564,34.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,69.0,0.0,0.0,0.0,0.0,0.0,67.0,48.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,22.0,0.0,14.0,0.0,0.0,12.0,0.0,29.0,31.0,0.0,10.0,10.0,46.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,21.0,0.0,0.0,0.0,35.0,0.0,17.0,35.0,0.0,10.0,5.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,16.0,16.0,28.0,0.0,14.0,28.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,13.0,35.0,0.0,0.0,8.0,15.0,15.0,0.0,39.0,0.0,0.0,0.0,44.0,0.7415649999999999
2014-41,0.7415649999999999,22.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,56.0,16.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,22.0,7.0,0.0,0.0,12.0,0.0,0.0,30.0,37.0,0.0,11.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,7.0,0.0,21.0,0.0,0.0,0.0,18.0,0.0,0.0,35.0,5.0,17.0,5.0,2.0,0.0,15.0,15.0,0.0,16.0,0.0,24.0,0.0,14.0,0.0,0.0,29.0,16.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,65.0,0.0,0.0,4.0,0.0,16.0,0.0,0.0,9.0,0.0,0.0,45.0,0.8555450000000001
2014-42,0.8555450000000001,22.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,56.0,16.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,22.0,7.0,0.0,0.0,12.0,0.0,0.0,30.0,37.0,0.0,11.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,7.0,0.0,21.0,0.0,0.0,0.0,18.0,0.0,0.0,35.0,5.0,17.0,5.0,2.0,0.0,15.0,15.0,0.0,16.0,0.0,24.0,0.0,14.0,0.0,0.0,29.0,16.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,65.0,0.0,0.0,4.0,0.0,16.0,0.0,0.0,9.0,0.0,0.0,45.0,0.530906
2014-43,0.530906,22.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,56.0,16.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,22.0,7.0,0.0,0.0,12.0,0.0,0.0,30.0,37.0,0.0,11.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,7.0,0.0,21.0,0.0,0.0,0.0,18.0,0.0,0.0,35.0,5.0,17.0,5.0,2.0,0.0,15.0,15.0,0.0,16.0,0.0,24.0,0.0,14.0,0.0,0.0,29.0,16.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,65.0,0.0,0.0,4.0,0.0,16.0,0.0,0.0,9.0,0.0,0.0,45.0,0.420008
2014-44,0.420008,22.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,56.0,16.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,22.0,7.0,0.0,0.0,12.0,0.0,0.0,30.0,37.0,0.0,11.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,7.0,0.0,21.0,0.0,0.0,0.0,18.0,0.0,0.0,35.0,5.0,17.0,5.0,2.0,0.0,15.0,15.0,0.0,16.0,0.0,24.0,0.0,14.0,0.0,0.0,29.0,16.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,65.0,0.0,0.0,4.0,0.0,16.0,0.0,0.0,9.0,0.0,0.0,45.0,0.293871
2014-45,0.293871,41.0,0.0,7.0,11.0,0.0,0.0,38.0,1.0,0.0,13.0,13.0,7.0,6.0,2.0,0.0,0.0,42.0,0.0,32.0,0.0,16.0,42.0,2.0,0.0,11.0,29.0,0.0,14.0,0.0,23.0,0.0,0.0,52.0,26.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,26.0,39.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,33.0,5.0,21.0,21.0,42.0,0.0,0.0,0.0,51.0,34.0,7.0,18.0,31.0,0.0,29.0,0.0,44.0,0.0,16.0,0.0,39.0,16.0,28.0,0.0,14.0,42.0,31.0,23.0,45.0,0.0,0.0,0.0,0.0,27.0,60.0,0.0,8.0,4.0,15.0,16.0,15.0,0.0,0.0,9.0,0.0,61.0,0.684671
2014-46,0.684671,41.0,0.0,7.0,11.0,0.0,0.0,38.0,1.0,0.0,13.0,13.0,7.0,6.0,2.0,0.0,0.0,42.0,0.0,32.0,0.0,16.0,42.0,2.0,0.0,11.0,29.0,0.0,14.0,0.0,23.0,0.0,0.0,52.0,26.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,26.0,39.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,33.0,5.0,21.0,21.0,42.0,0.0,0.0,0.0,51.0,34.0,7.0,18.0,31.0,0.0,29.0,0.0,44.0,0.0,16.0,0.0,39.0,16.0,28.0,0.0,14.0,42.0,31.0,23.0,45.0,0.0,0.0,0.0,0.0,27.0,60.0,0.0,8.0,4.0,15.0,16.0,15.0,0.0,0.0,9.0,0.0,61.0,0.676397
2014-47,0.676397,41.0,0.0,7.0,11.0,0.0,0.0,38.0,1.0,0.0,13.0,13.0,7.0,6.0,2.0,0.0,0.0,42.0,0.0,32.0,0.0,16.0,42.0,2.0,0.0,11.0,29.0,0.0,14.0,0.0,23.0,0.0,0.0,52.0,26.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,26.0,39.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,33.0,5.0,21.0,21.0,42.0,0.0,0.0,0.0,51.0,34.0,7.0,18.0,31.0,0.0,29.0,0.0,44.0,0.0,16.0,0.0,39.0,16.0,28.0,0.0,14.0,42.0,31.0,23.0,45.0,0.0,0.0,0.0,0.0,27.0,60.0,0.0,8.0,4.0,15.0,16.0,15.0,0.0,0.0,9.0,0.0,61.0,0.872516
2014-48,0.872516,41.0,0.0,7.0,11.0,0.0,0.0,38.0,1.0,0.0,13.0,13.0,7.0,6.0,2.0,0.0,0.0,42.0,0.0,32.0,0.0,16.0,42.0,2.0,0.0,11.0,29.0,0.0,14.0,0.0,23.0,0.0,0.0,52.0,26.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,26.0,39.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,33.0,5.0,21.0,21.0,42.0,0.0,0.0,0.0,51.0,34.0,7.0,18.0,31.0,0.0,29.0,0.0,44.0,0.0,16.0,0.0,39.0,16.0,28.0,0.0,14.0,42.0,31.0,23.0,45.0,0.0,0.0,0.0,0.0,27.0,60.0,0.0,8.0,4.0,15.0,16.0,15.0,0.0,0.0,9.0,0.0,61.0,1.12994
2014-49,1.12994,41.0,0.0,7.0,11.0,0.0,0.0,38.0,1.0,0.0,13.0,13.0,7.0,6.0,2.0,0.0,0.0,42.0,0.0,32.0,0.0,16.0,42.0,2.0,0.0,11.0,29.0,0.0,14.0,0.0,23.0,0.0,0.0,52.0,26.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,26.0,39.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,33.0,5.0,21.0,21.0,42.0,0.0,0.0,0.0,51.0,34.0,7.0,18.0,31.0,0.0,29.0,0.0,44.0,0.0,16.0,0.0,39.0,16.0,28.0,0.0,14.0,42.0,31.0,23.0,45.0,0.0,0.0,0.0,0.0,27.0,60.0,0.0,8.0,4.0,15.0,16.0,15.0,0.0,0.0,9.0,0.0,61.0,1.3936
2014-50,1.3936,22.0,0.0,0.0,44.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,62.0,15.0,31.0,0.0,0.0,28.0,2.0,0.0,6.0,10.0,0.0,14.0,0.0,11.0,11.0,0.0,28.0,25.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,20.0,17.0,0.0,17.0,0.0,3.0,22.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,13.0,27.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,13.0,28.0,0.0,6.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,25.0,2.5779099999999997
2014-51,2.5779099999999997,22.0,0.0,0.0,44.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,62.0,15.0,31.0,0.0,0.0,28.0,2.0,0.0,6.0,10.0,0.0,14.0,0.0,11.0,11.0,0.0,28.0,25.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,20.0,17.0,0.0,17.0,0.0,3.0,22.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,13.0,27.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,13.0,28.0,0.0,6.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,25.0,4.92802
2014-52,4.92802,22.0,0.0,0.0,44.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,62.0,15.0,31.0,0.0,0.0,28.0,2.0,0.0,6.0,10.0,0.0,14.0,0.0,11.0,11.0,0.0,28.0,25.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,20.0,17.0,0.0,17.0,0.0,3.0,22.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,13.0,27.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,13.0,28.0,0.0,6.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,25.0,3.5431199999999996
2015-01,3.5431199999999996,22.0,0.0,0.0,44.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,62.0,15.0,31.0,0.0,0.0,28.0,2.0,0.0,6.0,10.0,0.0,14.0,0.0,11.0,11.0,0.0,28.0,25.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,20.0,17.0,0.0,17.0,0.0,3.0,22.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,13.0,27.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,13.0,28.0,0.0,6.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,25.0,2.82328
2015-02,2.82328,22.0,0.0,0.0,44.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,62.0,15.0,31.0,0.0,0.0,28.0,2.0,0.0,6.0,10.0,0.0,14.0,0.0,11.0,11.0,0.0,28.0,25.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,20.0,17.0,0.0,17.0,0.0,3.0,22.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,13.0,27.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,13.0,28.0,0.0,6.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,25.0,2.54025
2015-03,2.54025,22.0,0.0,0.0,44.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,62.0,15.0,31.0,0.0,0.0,28.0,2.0,0.0,6.0,10.0,0.0,14.0,0.0,11.0,11.0,0.0,28.0,25.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,20.0,17.0,0.0,17.0,0.0,3.0,22.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,13.0,27.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,13.0,28.0,0.0,6.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,25.0,5.809419999999999
2015-04,5.809419999999999,22.0,0.0,0.0,44.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,62.0,15.0,31.0,0.0,0.0,28.0,2.0,0.0,6.0,10.0,0.0,14.0,0.0,11.0,11.0,0.0,28.0,25.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,20.0,17.0,0.0,17.0,0.0,3.0,22.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,13.0,27.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,13.0,28.0,0.0,6.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,25.0,4.06442
2015-05,4.06442,22.0,0.0,0.0,44.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,62.0,15.0,31.0,0.0,0.0,28.0,2.0,0.0,6.0,10.0,0.0,14.0,0.0,11.0,11.0,0.0,28.0,25.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,20.0,17.0,0.0,17.0,0.0,3.0,22.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,13.0,27.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,13.0,28.0,0.0,6.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,25.0,2.80483
2015-06,2.80483,22.0,0.0,0.0,44.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,62.0,15.0,31.0,0.0,0.0,28.0,2.0,0.0,6.0,10.0,0.0,14.0,0.0,11.0,11.0,0.0,28.0,25.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,20.0,17.0,0.0,17.0,0.0,3.0,22.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,13.0,27.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,13.0,28.0,0.0,6.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,25.0,1.7059900000000001
