date,iowa_flu,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza,influenza a and b,cure the flu,flu season,flu shots,dangerous fever,break a fever,how long is the flu contagious,medicine for the flu,treating flu,flu like symptoms,flu how long,fever cough,flu and cold,flu lasts,the flu,flu symptoms,cure flu,cold vs. flu,how long is the flu,symptoms of flu,fever reducer,cold and flu,treating the flu,flu children,flu iowa,incubation period for flu,how long contagious,i have the flu,low body,treat the flu,is the flu contagious,do i have the flu,flu shot,flu 2018,incubation period for the flu,flu vs cold,flu and fever,flu care,flu vs. cold,flu symptoms 2018,human temperature,high fever,medicine for flu,flu treatments,cold vs flu,influenza type a,influenza symptoms,the flu virus,how to treat flu,reduce fever,type a influenza,influenza incubation period,thermoscan,normal body temperature,how long does the flu last,fever flu,stomach flu,how long does flu last,influenza a,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,flu in iowa,over the counter flu medicine,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,symptoms of the flu,treatment for flu,cdc flu,taking temperature,flu contagious,flu length,bronchitis,get over the flu,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu shot side effects,flu complications,signs of the flu,treat flu,body temperature,target
2014-23,0.146802,4.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,7.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,28.0,0.0,0.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,29.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.14206
2014-24,0.14206,4.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,7.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,28.0,0.0,0.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,29.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.18354
2014-25,0.18354,4.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,7.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,28.0,0.0,0.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,29.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.10991
2014-26,0.10991,4.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,7.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,28.0,0.0,0.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,29.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.148999
2014-27,0.148999,4.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,7.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,28.0,0.0,0.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,29.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.146801
2014-28,0.146801,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,13.0,0.0,5.0,5.0,0.0,0.0,8.0,0.0,8.0,16.0,0.0,0.0,9.0,0.0,10.0,0.0,28.0,0.0,2.0,0.0,5.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,5.0,16.0,30.0,0.0,30.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,26.0,0.0,0.0,14.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,13.0,0.0,39.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,48.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.133596
2014-29,0.133596,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,13.0,0.0,5.0,5.0,0.0,0.0,8.0,0.0,8.0,16.0,0.0,0.0,9.0,0.0,10.0,0.0,28.0,0.0,2.0,0.0,5.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,5.0,16.0,30.0,0.0,30.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,26.0,0.0,0.0,14.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,13.0,0.0,39.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,48.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.138158
2014-30,0.138158,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,13.0,0.0,5.0,5.0,0.0,0.0,8.0,0.0,8.0,16.0,0.0,0.0,9.0,0.0,10.0,0.0,28.0,0.0,2.0,0.0,5.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,5.0,16.0,30.0,0.0,30.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,26.0,0.0,0.0,14.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,13.0,0.0,39.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,48.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.120465
2014-31,0.120465,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,13.0,0.0,5.0,5.0,0.0,0.0,8.0,0.0,8.0,16.0,0.0,0.0,9.0,0.0,10.0,0.0,28.0,0.0,2.0,0.0,5.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,5.0,16.0,30.0,0.0,30.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,26.0,0.0,0.0,14.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,13.0,0.0,39.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,48.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.12481199999999999
2014-32,0.12481199999999999,18.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,16.0,40.0,0.0,8.0,0.0,0.0,0.0,24.0,18.0,6.0,24.0,0.0,13.0,6.0,1.0,0.0,0.0,11.0,0.0,29.0,0.0,4.0,19.0,0.0,39.0,0.0,35.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,42.0,12.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,13.0,38.0,0.0,0.0,46.0,0.0,19.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,75.0,0.0001
2014-33,0.0001,18.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,16.0,40.0,0.0,8.0,0.0,0.0,0.0,24.0,18.0,6.0,24.0,0.0,13.0,6.0,1.0,0.0,0.0,11.0,0.0,29.0,0.0,4.0,19.0,0.0,39.0,0.0,35.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,42.0,12.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,13.0,38.0,0.0,0.0,46.0,0.0,19.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,75.0,0.13297
2014-34,0.13297,18.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,16.0,40.0,0.0,8.0,0.0,0.0,0.0,24.0,18.0,6.0,24.0,0.0,13.0,6.0,1.0,0.0,0.0,11.0,0.0,29.0,0.0,4.0,19.0,0.0,39.0,0.0,35.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,42.0,12.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,13.0,38.0,0.0,0.0,46.0,0.0,19.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,75.0,0.180323
2014-35,0.180323,18.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,16.0,40.0,0.0,8.0,0.0,0.0,0.0,24.0,18.0,6.0,24.0,0.0,13.0,6.0,1.0,0.0,0.0,11.0,0.0,29.0,0.0,4.0,19.0,0.0,39.0,0.0,35.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,42.0,12.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,13.0,38.0,0.0,0.0,46.0,0.0,19.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,75.0,0.0001
2014-36,0.0001,18.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,16.0,40.0,0.0,8.0,0.0,0.0,0.0,24.0,18.0,6.0,24.0,0.0,13.0,6.0,1.0,0.0,0.0,11.0,0.0,29.0,0.0,4.0,19.0,0.0,39.0,0.0,35.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,42.0,12.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,13.0,38.0,0.0,0.0,46.0,0.0,19.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,75.0,0.214626
2014-37,0.214626,35.0,0.0,0.0,2.0,0.0,0.0,9.0,1.0,0.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,6.0,8.0,0.0,28.0,9.0,0.0,0.0,7.0,10.0,7.0,10.0,0.0,4.0,32.0,4.0,25.0,8.0,21.0,0.0,0.0,0.0,66.0,0.0,0.0,54.0,0.0,40.0,0.0,0.0,5.0,16.0,0.0,0.0,52.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,23.0,0.0,5.0,10.0,7.0,5.0,1.0,3.0,11.0,1.0,22.0,0.0,0.0,33.0,0.0,52.0,12.0,12.0,0.0,0.0,26.0,0.0,24.0,0.0,18.0,0.0,8.0,0.0,54.0,0.0,37.0,0.0,19.0,0.0,28.0,0.0,0.0,0.0,27.0,0.289691
2014-38,0.289691,35.0,0.0,0.0,2.0,0.0,0.0,9.0,1.0,0.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,6.0,8.0,0.0,28.0,9.0,0.0,0.0,7.0,10.0,7.0,10.0,0.0,4.0,32.0,4.0,25.0,8.0,21.0,0.0,0.0,0.0,66.0,0.0,0.0,54.0,0.0,40.0,0.0,0.0,5.0,16.0,0.0,0.0,52.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,23.0,0.0,5.0,10.0,7.0,5.0,1.0,3.0,11.0,1.0,22.0,0.0,0.0,33.0,0.0,52.0,12.0,12.0,0.0,0.0,26.0,0.0,24.0,0.0,18.0,0.0,8.0,0.0,54.0,0.0,37.0,0.0,19.0,0.0,28.0,0.0,0.0,0.0,27.0,0.185621
2014-39,0.185621,35.0,0.0,0.0,2.0,0.0,0.0,9.0,1.0,0.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,6.0,8.0,0.0,28.0,9.0,0.0,0.0,7.0,10.0,7.0,10.0,0.0,4.0,32.0,4.0,25.0,8.0,21.0,0.0,0.0,0.0,66.0,0.0,0.0,54.0,0.0,40.0,0.0,0.0,5.0,16.0,0.0,0.0,52.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,23.0,0.0,5.0,10.0,7.0,5.0,1.0,3.0,11.0,1.0,22.0,0.0,0.0,33.0,0.0,52.0,12.0,12.0,0.0,0.0,26.0,0.0,24.0,0.0,18.0,0.0,8.0,0.0,54.0,0.0,37.0,0.0,19.0,0.0,28.0,0.0,0.0,0.0,27.0,0.25404299999999996
2014-40,0.25404299999999996,35.0,0.0,0.0,2.0,0.0,0.0,9.0,1.0,0.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,6.0,8.0,0.0,28.0,9.0,0.0,0.0,7.0,10.0,7.0,10.0,0.0,4.0,32.0,4.0,25.0,8.0,21.0,0.0,0.0,0.0,66.0,0.0,0.0,54.0,0.0,40.0,0.0,0.0,5.0,16.0,0.0,0.0,52.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,23.0,0.0,5.0,10.0,7.0,5.0,1.0,3.0,11.0,1.0,22.0,0.0,0.0,33.0,0.0,52.0,12.0,12.0,0.0,0.0,26.0,0.0,24.0,0.0,18.0,0.0,8.0,0.0,54.0,0.0,37.0,0.0,19.0,0.0,28.0,0.0,0.0,0.0,27.0,0.315731
2014-41,0.315731,24.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,8.0,43.0,0.0,0.0,46.0,0.0,0.0,0.0,35.0,9.0,12.0,0.0,20.0,7.0,1.0,0.0,0.0,18.0,7.0,14.0,0.0,4.0,8.0,0.0,30.0,34.0,17.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,5.0,14.0,27.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,24.0,71.0,0.0,10.0,37.0,5.0,6.0,1.0,7.0,2.0,11.0,0.0,0.0,0.0,0.0,71.0,12.0,0.0,0.0,0.0,27.0,13.0,18.0,0.0,12.0,0.0,4.0,0.0,49.0,4.0,19.0,0.0,0.0,19.0,29.0,0.0,15.0,0.0,51.0,0.275115
2014-42,0.275115,24.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,8.0,43.0,0.0,0.0,46.0,0.0,0.0,0.0,35.0,9.0,12.0,0.0,20.0,7.0,1.0,0.0,0.0,18.0,7.0,14.0,0.0,4.0,8.0,0.0,30.0,34.0,17.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,5.0,14.0,27.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,24.0,71.0,0.0,10.0,37.0,5.0,6.0,1.0,7.0,2.0,11.0,0.0,0.0,0.0,0.0,71.0,12.0,0.0,0.0,0.0,27.0,13.0,18.0,0.0,12.0,0.0,4.0,0.0,49.0,4.0,19.0,0.0,0.0,19.0,29.0,0.0,15.0,0.0,51.0,0.287503
2014-43,0.287503,24.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,8.0,43.0,0.0,0.0,46.0,0.0,0.0,0.0,35.0,9.0,12.0,0.0,20.0,7.0,1.0,0.0,0.0,18.0,7.0,14.0,0.0,4.0,8.0,0.0,30.0,34.0,17.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,5.0,14.0,27.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,24.0,71.0,0.0,10.0,37.0,5.0,6.0,1.0,7.0,2.0,11.0,0.0,0.0,0.0,0.0,71.0,12.0,0.0,0.0,0.0,27.0,13.0,18.0,0.0,12.0,0.0,4.0,0.0,49.0,4.0,19.0,0.0,0.0,19.0,29.0,0.0,15.0,0.0,51.0,0.34339000000000003
2014-44,0.34339000000000003,24.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,8.0,43.0,0.0,0.0,46.0,0.0,0.0,0.0,35.0,9.0,12.0,0.0,20.0,7.0,1.0,0.0,0.0,18.0,7.0,14.0,0.0,4.0,8.0,0.0,30.0,34.0,17.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,5.0,14.0,27.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,24.0,71.0,0.0,10.0,37.0,5.0,6.0,1.0,7.0,2.0,11.0,0.0,0.0,0.0,0.0,71.0,12.0,0.0,0.0,0.0,27.0,13.0,18.0,0.0,12.0,0.0,4.0,0.0,49.0,4.0,19.0,0.0,0.0,19.0,29.0,0.0,15.0,0.0,51.0,0.288583
2014-45,0.288583,42.0,0.0,0.0,2.0,2.0,0.0,40.0,1.0,1.0,12.0,15.0,0.0,0.0,34.0,0.0,0.0,0.0,51.0,11.0,9.0,0.0,44.0,32.0,3.0,0.0,7.0,56.0,7.0,11.0,0.0,6.0,26.0,4.0,58.0,8.0,25.0,0.0,0.0,2.0,18.0,0.0,0.0,54.0,55.0,41.0,0.0,0.0,5.0,26.0,0.0,0.0,52.0,66.0,42.0,8.0,3.0,2.0,23.0,46.0,0.0,46.0,7.0,15.0,88.0,7.0,37.0,3.0,9.0,2.0,90.0,0.0,11.0,23.0,0.0,41.0,17.0,12.0,13.0,26.0,39.0,13.0,30.0,0.0,36.0,12.0,34.0,0.0,81.0,0.0,19.0,0.0,38.0,0.0,14.0,0.0,0.0,36.0,72.0,0.231332
2014-46,0.231332,42.0,0.0,0.0,2.0,2.0,0.0,40.0,1.0,1.0,12.0,15.0,0.0,0.0,34.0,0.0,0.0,0.0,51.0,11.0,9.0,0.0,44.0,32.0,3.0,0.0,7.0,56.0,7.0,11.0,0.0,6.0,26.0,4.0,58.0,8.0,25.0,0.0,0.0,2.0,18.0,0.0,0.0,54.0,55.0,41.0,0.0,0.0,5.0,26.0,0.0,0.0,52.0,66.0,42.0,8.0,3.0,2.0,23.0,46.0,0.0,46.0,7.0,15.0,88.0,7.0,37.0,3.0,9.0,2.0,90.0,0.0,11.0,23.0,0.0,41.0,17.0,12.0,13.0,26.0,39.0,13.0,30.0,0.0,36.0,12.0,34.0,0.0,81.0,0.0,19.0,0.0,38.0,0.0,14.0,0.0,0.0,36.0,72.0,0.34228000000000003
2014-47,0.34228000000000003,42.0,0.0,0.0,2.0,2.0,0.0,40.0,1.0,1.0,12.0,15.0,0.0,0.0,34.0,0.0,0.0,0.0,51.0,11.0,9.0,0.0,44.0,32.0,3.0,0.0,7.0,56.0,7.0,11.0,0.0,6.0,26.0,4.0,58.0,8.0,25.0,0.0,0.0,2.0,18.0,0.0,0.0,54.0,55.0,41.0,0.0,0.0,5.0,26.0,0.0,0.0,52.0,66.0,42.0,8.0,3.0,2.0,23.0,46.0,0.0,46.0,7.0,15.0,88.0,7.0,37.0,3.0,9.0,2.0,90.0,0.0,11.0,23.0,0.0,41.0,17.0,12.0,13.0,26.0,39.0,13.0,30.0,0.0,36.0,12.0,34.0,0.0,81.0,0.0,19.0,0.0,38.0,0.0,14.0,0.0,0.0,36.0,72.0,0.391071
2014-48,0.391071,42.0,0.0,0.0,2.0,2.0,0.0,40.0,1.0,1.0,12.0,15.0,0.0,0.0,34.0,0.0,0.0,0.0,51.0,11.0,9.0,0.0,44.0,32.0,3.0,0.0,7.0,56.0,7.0,11.0,0.0,6.0,26.0,4.0,58.0,8.0,25.0,0.0,0.0,2.0,18.0,0.0,0.0,54.0,55.0,41.0,0.0,0.0,5.0,26.0,0.0,0.0,52.0,66.0,42.0,8.0,3.0,2.0,23.0,46.0,0.0,46.0,7.0,15.0,88.0,7.0,37.0,3.0,9.0,2.0,90.0,0.0,11.0,23.0,0.0,41.0,17.0,12.0,13.0,26.0,39.0,13.0,30.0,0.0,36.0,12.0,34.0,0.0,81.0,0.0,19.0,0.0,38.0,0.0,14.0,0.0,0.0,36.0,72.0,0.37362
2014-49,0.37362,42.0,0.0,0.0,2.0,2.0,0.0,40.0,1.0,1.0,12.0,15.0,0.0,0.0,34.0,0.0,0.0,0.0,51.0,11.0,9.0,0.0,44.0,32.0,3.0,0.0,7.0,56.0,7.0,11.0,0.0,6.0,26.0,4.0,58.0,8.0,25.0,0.0,0.0,2.0,18.0,0.0,0.0,54.0,55.0,41.0,0.0,0.0,5.0,26.0,0.0,0.0,52.0,66.0,42.0,8.0,3.0,2.0,23.0,46.0,0.0,46.0,7.0,15.0,88.0,7.0,37.0,3.0,9.0,2.0,90.0,0.0,11.0,23.0,0.0,41.0,17.0,12.0,13.0,26.0,39.0,13.0,30.0,0.0,36.0,12.0,34.0,0.0,81.0,0.0,19.0,0.0,38.0,0.0,14.0,0.0,0.0,36.0,72.0,0.7941229999999999
2014-50,0.7941229999999999,28.0,0.0,0.0,40.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,22.0,11.0,11.0,11.0,0.0,16.0,15.0,3.0,0.0,0.0,23.0,7.0,14.0,0.0,8.0,54.0,0.0,32.0,0.0,36.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,9.0,11.0,50.0,0.0,0.0,0.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,66.0,0.0,0.0,23.0,5.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,43.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,54.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,78.0,0.810738
2014-51,0.810738,28.0,0.0,0.0,40.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,22.0,11.0,11.0,11.0,0.0,16.0,15.0,3.0,0.0,0.0,23.0,7.0,14.0,0.0,8.0,54.0,0.0,32.0,0.0,36.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,9.0,11.0,50.0,0.0,0.0,0.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,66.0,0.0,0.0,23.0,5.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,43.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,54.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,78.0,0.92394
2014-52,0.92394,28.0,0.0,0.0,40.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,22.0,11.0,11.0,11.0,0.0,16.0,15.0,3.0,0.0,0.0,23.0,7.0,14.0,0.0,8.0,54.0,0.0,32.0,0.0,36.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,9.0,11.0,50.0,0.0,0.0,0.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,66.0,0.0,0.0,23.0,5.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,43.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,54.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,78.0,0.787931
2015-01,0.787931,28.0,0.0,0.0,40.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,22.0,11.0,11.0,11.0,0.0,16.0,15.0,3.0,0.0,0.0,23.0,7.0,14.0,0.0,8.0,54.0,0.0,32.0,0.0,36.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,9.0,11.0,50.0,0.0,0.0,0.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,66.0,0.0,0.0,23.0,5.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,43.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,54.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,78.0,4.01544
2015-02,4.01544,28.0,0.0,0.0,40.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,22.0,11.0,11.0,11.0,0.0,16.0,15.0,3.0,0.0,0.0,23.0,7.0,14.0,0.0,8.0,54.0,0.0,32.0,0.0,36.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,9.0,11.0,50.0,0.0,0.0,0.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,66.0,0.0,0.0,23.0,5.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,43.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,54.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,78.0,2.3933
